
Name	Description	Flags
particle_profile	Profile particle	developmentonly defensive
particle_profile_spike	Profile particle spike	developmentonly defensive
particle_reset_assertions	Causes all single-fire particle assertions to trigger once more.	developmentonly
particle_stop_all	Stops all particle systems currently playing	developmentonly clientdll cheat
particle_test_create	Creates the named particle system where the player is looking. Arguments: {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at}	gamedll cheat
particle_test_destroy	Destroys all particle systems matching the specified name. Arguments: {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at}	gamedll cheat
particle_test_start	Dispatches the test particle system with the parameters specified in particle_test_file, particle_test_attach_mode and particle_test_attach_param on the entity the player is looking at. Arguments: {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at}	gamedll cheat
particle_test_stop	Stops all particle systems on the selected entities. Arguments: {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at}	gamedll cheat
path	Show the filesystem path.	developmentonly defensive
pause	Toggle the server pause state.	release
perfectworld_replenish_funds	Opens Perfect World funds replenishment page for account.	clientdll hidden clientcmd_can_execute
phys_create_test_character_proxy	Create test character proxy	developmentonly gamedll
phys_debug_draw	Set up debug-draw of physics internal state	developmentonly defensive
phys_dump_intersection_controller	Dump intersection controller status	developmentonly gamedll
phys_dump_main_world	Dump physics main world to file	developmentonly gamedll
phys_dump_memory	Dump memory usage	developmentonly gamedll
phys_list	List all physics component contents of every entity in the game; -stream [1|0] : initiate|terminate streaming to physics debugger -allents: include non-physical entities -classes: print class names -sdk : Rubikon build -world : current state of the world -world -touch: list body pairs (bodies in contact) -world -save <name>: save world to a file -world -mem: memory dump -world -snapshots: Start/Stop dumping snapshots of the world into the current directory -world -profiletraces: ProfileRecordedTraces -world -agg: current aggregate data registry (loaded resources)	developmentonly gamedll
phys_mark_debug	Mark object for debug	gamedll cheat
phys_record_rays	Dump physics main world to file	developmentonly gamedll
phys_record_rays_and_world	Dump traces physics main world to file	developmentonly gamedll
phys_shoot	Shoots a phys object.	gamedll cheat
phys_sleep	Put all physics in all the worlds to sleep	developmentonly gamedll
phys_wakeup	Wake all physics objects in the Main physics up	developmentonly gamedll
physics_add_test	add test object	developmentonly gamedll
physics_debug_entity	Dumps debug info for an entity	developmentonly gamedll defensive
physics_highlight_active	Turns on the absbox for all active physics objects. 0 : un-highlight.	developmentonly gamedll
physics_remove_test	remove test object	developmentonly gamedll
physics_report_active	Lists all active physics objects -more : extra info	developmentonly gamedll
pixelvis_debug	Dump debug info	cheat
plant_bomb	Plant a bomb where the player is looking.	gamedll cheat
play	Play a sound.	server_can_execute
playcast	Play a broadcast	release
playdemo	Play a recorded demo file (.dem ).	release
player_ping	Creates a ping notification where the player is looking.	gamedll client_can_execute
playsound	playsound <soundname>	developmentonly defensive
playsoundscape	Forces a soundscape to play	clientdll cheat
playvol	Play a sound at a specified volume.	developmentonly defensive
png_screenshot	Take a .png screenshot: png_screenshot [filename]	developmentonly defensive
pop_var_values	Restore previously pushed convars and config values	developmentonly defensive
print_changed_convars	Prints all convars that have changed from their default value	release
print_mapgroup	Prints the current mapgroup and the contained maps	clientdll release
print_mapgroup_sv	Prints the current mapgroup and the contained maps	gamedll release
print_model_bind_pose	Prints the bind pose of the specified model. Optionally limits to a particular bone and its parent chain, otherwise prints the entire skeleton.	developmentonly defensive
progress_enable		developmentonly defensive
prop_debug	Toggle prop debug mode. If on, props will show colorcoded bounding boxes. Red means ignore all damage. White means respond physically to damage but never break. Green maps health in the range of 100 down to 1.	gamedll cheat
prop_dynamic_create	Creates a dynamic prop with a specific .vmdl aimed away from where the player is looking. Arguments: {.vmdl name}	gamedll cheat
prop_physics_create	Creates a physics prop with a specific .vmdl aimed away from where the player is looking. Arguments: {.vmdl name}	gamedll cheat
pulse_debug_entity	Opens a graph referencing the selected entity. If it is referenced by more than 1 graph, list all the active pulse graph instances referring to that entity so you can pick which one you want.	gamedll cheat vconsole_fuzzy_matching
pulse_debug_print	Usage: pulse_debug_print <vpulse_resource>	developmentonly
pulse_list_graphs	List all the active pulse graph instances	cheat
pulse_open_graph_id	Open a specific graph instance by id	cheat
pulse_print_graph_execution_history	Prints the execution history of a graph by filename or instanceid	cheat
push_var_values	Save convars and config values	developmentonly defensive
quit	Quit the game	release vconsole_set_focus
r_camerapos	Prints out the current camera position + orientation to the console	linked_concommand developmentonly defensive
r_dx11_report_live_objects	Prints out live D3D11 objects (requires -dx11debug)	developmentonly defensive
r_entpos	Moves the camera position + orientation to the named entity	linked_concommand developmentonly defensive
r_force_engine_render_frame	Force a single render of the engine viewport.	developmentonly defensive
r_gpu_mem_stats	Display GPU memory usage.	linked_concommand developmentonly defensive
r_print_buffers	Print Vertex/Index/GPU buffers.	linked_concommand developmentonly defensive
r_print_texture_stats	Texture stats	developmentonly defensive
r_render_coordination_state	Prints out the current render coordination state.	developmentonly defensive
r_renderdoc_capture_frame	Triggers a RenderDoc capture	linked_concommand developmentonly defensive
r_renderdoc_capture_window_dx11	Triggers a RenderDoc capture of a specific Window	developmentonly
r_setpos	Moves the camera position + orientation to the specified position	linked_concommand developmentonly defensive
r_textures_evict_all	Evict all resident texture.	linked_concommand developmentonly defensive
r_toggleviewportsize	Toggles viewport size between small + full window.	developmentonly defensive
r_viewport	Slams viewport size to a specified value.	developmentonly defensive
radio	Opens a radio menu	clientdll release
radio1	Opens a radio menu	clientdll release
radio2	Opens a radio menu	clientdll release
radio3	Opens a radio menu	clientdll release
rangefinder	Measures distance along a ray	gamedll cheat
rangefinder2d	Measures distance along a ray, only measuring along XY plane.	gamedll cheat
ray_bench	Load the rays and run the benchmark	developmentonly gamedll defensive
rcon	Issue an rcon command.	dontrecord release
rebuy	Attempt to repurchase items with the order listed in cl_rebuy	clientdll clientcmd_can_execute
record	Record a demo.	dontrecord release
redirectend	Redirect server console output	hidden release
redirectstart	Redirect server console output	hidden release
refresh_ui_audio_state	Restores audio DSP state for the UI.	clientdll cheat
regenerate_weapon_skins		clientdll cheat
reload_model	Force a reload of a vmdl resource	developmentonly defensive
reload_store_config		developmentonly clientdll defensive
reloadgame	Reload the most recent saved game.	cheat vconsole_set_focus
remove_weapon	Remove a weapon held by the player. Arguments: <weapon subclass name>	gamedll cheat client_can_execute
removeid	Remove a user ID from the ban list.	developmentonly defensive
removeip	Remove an IP address from the ban list.	developmentonly defensive
repeat_last_console_command	Repeat last console command.	release
replay_death	start hltv replay of last death	gamedll cheat
replay_start	Start GOTV replay: replay_start <delay> [<player name or index>]	gamedll cheat client_can_execute
replay_stop	stop hltv replay	gamedll client_can_execute
report_entities	Lists all entities	developmentonly gamedll cheat
report_simthinklist	Lists all simulating/thinking entities	developmentonly gamedll
report_soundpatch	reports sound patch count	developmentonly gamedll defensive
reset_gameconvars	Reset game convars to default values	cheat
resource_leaks	resource_leaks <resource_name>: Show resource leaks for the named resource	developmentonly defensive
resource_list	List loaded resources matching a substring	developmentonly defensive
resource_log_allocate_timing	Log time spent in Allocate for all resource types	developmentonly defensive
resource_manifest_validate_modules	Scan all of the loaded modules and validate any resource manifests found	developmentonly defensive
resource_repeated_reload	resource_repeated_reload <count> <resource_name> (<resource name> ...): Load and unload the specified resource(s)	developmentonly defensive
resource_reset_allocate_timing	Reset tracked time spent in Allocate (see resource_log_allocate_timing)	developmentonly defensive
respawn_player	Respawns the player from death!	gamedll cheat
restart	Poor man's restart: reload the current map from disk.	cheat vconsole_set_focus
restart_in_insecure	Restart in insecure mode	clientdll hidden clientcmd_can_execute
restart_in_trusted	Restart in trusted mode	clientdll hidden clientcmd_can_execute
restart_in_untrusted	Restart in untrusted mode	clientdll hidden clientcmd_can_execute
restart_normal	Restart	clientdll hidden clientcmd_can_execute
rr_forceconcept	fire a response concept directly at a given character. USAGE: rr_forceconcept <target name or index> <concept> "criteria1:value1,criteria2:value2,..." criteria values are optional.	gamedll cheat
rr_reloadresponsesystems	Reload all response system scripts.	gamedll cheat
rs_dump_stats	rs_dump_stats - Dump resourcesystem stats.	developmentonly
run_perftest	Execute perftest.cfg	cheat dontrecord
save	Save Game	developmentonly gamedll dontrecord defensive
save_animgraph_recording	Saves all active animgraph recordings to disk	gamedll cheat
save_clear_subdirectory		developmentonly gamedll replicated defensive
save_finish_async		developmentonly gamedll defensive
save_set_subdirectory		developmentonly gamedll replicated defensive
save_showelapsedtime	display up-to-date elapsed play time	developmentonly gamedll defensive
save_watchclass	Restrict spew to entities with matching classname	developmentonly gamedll defensive
save_watchentity	Restrict spew to entity index	developmentonly gamedll defensive
say	Display player message	gamedll client_can_execute
say_team	Display player message to team	gamedll client_can_execute
sc_dumpworld	Dump a list of the objects in a sceneworld (Usage: sc_dumpworld <world_index>)	cheat
sc_dumpworld3d	Dump the objects in a sceneworld into a 3d geoview buffer (Usage: sc_dumpworld3d <world_index>)	cheat
sc_list_extradata_allocations	Prints out the overall extra data allocation counts	developmentonly defensive
sc_listworlds	List all the active sceneworlds	cheat
sc_setclassflags	Low level command to set the flags byte associated with an object class. sc_SetClassFlags <classname> <value>	cheat
sc_showclasses	List the object class names known by scenesystem	cheat
scene_flush	Flush all .vcds from the cache and reload from disk.	developmentonly gamedll defensive
scene_playvcd	Play the given VCD as an instanced scripted scene.	gamedll cheat
schema_all_list_bindings	schema_all_list_bindings <substring> - List all scopes registered schema bindings (classes & enums). If no substring, list them all.	developmentonly
schema_detailed_class_layout	schema_detailed_class_layout <class_name> - Print a detailed memory layout of the class (including inline structs).	developmentonly
schema_dump_binding	schema_dump_binding <class_or_enum_name> - Print information about the named class or enum.	developmentonly
schema_list_bindings	schema_list_bindings <substring> - List registered global-scope schema bindings (classes & enums). If no substring, list them all.	developmentonly
schema_meta_stats	schema_meta_stats [<options>]- Print a summary of schemasystem metadata statistics.	developmentonly
schema_stats	schema_stats - Print a summary of various schemasystem statistics.	developmentonly
screenshot	Take a screenshot: screenshot [filename]	developmentonly defensive
script_add_debug_filter	Add a filter to the game debug overlay	gamedll cheat
script_add_watch	Add a watch to the game debug overlay	gamedll cheat
script_add_watch_pattern	Add a watch to the game debug overlay	gamedll cheat
script_attach_debugger	Connect the vscript VM to the script debugger	gamedll cheat
script_clear_watches	Clear all watches from the game debug overlay	gamedll cheat
script_debug	Toggle the in-game script debug features	gamedll cheat
script_dump_all	Dump the state of the VM to the console	gamedll cheat
script_find	Find a key in the VM	gamedll cheat
script_help	Output help for script functions	gamedll cheat
script_help2	Output help for script functions suitable for auto-completion	developmentonly gamedll defensive
script_reload	Reload scripts	gamedll cheat
script_reload_code	Execute a vscript file, replacing existing functions with the functions in the run script	gamedll cheat
script_reload_entity_code	Execute all of this entity's VScripts, replacing existing functions with the functions in the run scripts	gamedll cheat
script_remove_debug_filter	Remove a filter from the game debug overlay	gamedll cheat
script_remove_watch	Remove a watch from the game debug overlay	gamedll cheat
script_remove_watch_pattern	Remove a watch from the game debug overlay	gamedll cheat
script_resurrect_unreachable	Use the garbage collector to track down reference cycles	gamedll cheat
script_trace_disable	Turn off a particular trace output by file or function name	gamedll cheat
script_trace_disable_all	Turn off all trace output	gamedll cheat
script_trace_disable_key	Turn off a particular trace output by table/instance	gamedll cheat
script_trace_enable	Turn on a particular trace output by file or function name	gamedll cheat
script_trace_enable_all	Turn on all trace output	gamedll cheat
script_trace_enable_key	Turn on a particular trace output by table/instance	gamedll cheat
scrubber	Scrub system off - not a dev build	developmentonly defensive
sdr	An old command that has been renamed to 'net_option'	release
sellbackall	Attempt to refund all equipment	clientdll clientcmd_can_execute
send_round_backup_file_list		gamedll hidden release
server_game_time	Gives the game time in seconds (server's curtime)	developmentonly gamedll defensive
server_snd_cast	Casts a ray and starts a sound event where the ray hits. The sound event will retrigger periodically. Usage: snd_cast <eventname> [<retrigger time>] [<max distance>]. Arguments that are specified will become defaults for the remainder of the session.	gamedll cheat
servervoice_clear	servervoice_clear	developmentonly clientdll defensive
servervoice_dump	servervoice_dump	developmentonly clientdll defensive
setang	Snap player eyes to specified pitch yaw <roll:optional> (must have sv_cheats).	gamedll cheat client_can_execute
setang_exact	Snap player eyes and orientation to specified pitch yaw <roll:optional> (must have sv_cheats).	gamedll cheat client_can_execute
setinfo	Adds a new user info value	clientcmd_can_execute
setmodel	Changes's player's model	gamedll cheat
setpause	Set the pause state of the server.	release
setpos	Move player to specified origin (must have sv_cheats).	gamedll cheat client_can_execute
setpos_exact	Move player to an exact specified origin (must have sv_cheats).	gamedll cheat client_can_execute
setpos_player	Move specified player to specified origin (must have sv_cheats).	gamedll cheat client_can_execute
shake	Shake the screen.	gamedll cheat
shake_stop	Stops all active screen shakes.	clientdll cheat
shake_testpunch	Test a punch-style screen shake.	clientdll cheat
shatterglass_break		gamedll cheat
shatterglass_restore		gamedll cheat
show_loadout_toggle	Toggles loadout display	clientdll clientcmd_can_execute
show_untrusted_warning_again	Show untrusted warning again	clientdll hidden clientcmd_can_execute
showconsole	Show the console.	dontrecord release
ShowSteamStatsSessionID	Prints out the game stats session ID's (developer convar must be set to non-zero).	developmentonly clientdll
showtriggers	Enable or Disable showing trigger entities	gamedll cheat
showtriggers_toggle	Displays the movement bounding box for the triggers in orange. Some entites will also display entity specific overlays. Arguments: {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at}	gamedll cheat
slot0		clientdll server_can_execute
slot1		clientdll server_can_execute
slot10		clientdll server_can_execute
slot11		clientdll server_can_execute
slot12		clientdll server_can_execute
slot13		clientdll server_can_execute
slot2		clientdll server_can_execute
slot3		clientdll server_can_execute
slot4		clientdll server_can_execute
slot5		clientdll server_can_execute
slot6		clientdll server_can_execute
slot7		clientdll server_can_execute
slot8		clientdll server_can_execute
slot9		clientdll server_can_execute
snapto		developmentonly clientdll defensive
snd_arrangement_start	Starts the specified arrangement.	cheat
snd_async_flush	Flush all unlocked async audio data	developmentonly defensive
snd_async_showmem	Show async memory stats	developmentonly defensive
snd_async_showmem_music	Show async memory stats for just non-streamed music	developmentonly defensive
snd_async_showmem_summary	Show brief async memory stats	developmentonly defensive
snd_cast	Casts a ray and starts a sound event where the ray hits. The sound event will retrigger periodically if cl_snd_cast_retrigger is set. The sound event will clear previous snd_cast events if cl_snd_cast_clear is set. Usage: snd_cast <eventname> [<retrigger time>] [<max distance>]. Arguments that are specified will become defaults for the remainder of the session.	cheat
snd_compare_soundevents	Compare the compiled and loaded contents of 2 soundevents.	developmentonly cheat
snd_cs_duck_reverb	One shot trigger to duck reverb for a few seconds.	developmentonly clientdll defensive
snd_front_headphone_position	Specifies the position (in degrees) of the virtual front left/right headphones.	developmentonly defensive
snd_front_stereo_speaker_position	Specifies the position (in degrees) of the virtual front left/right speakers.	developmentonly defensive
snd_front_surround_speaker_position	Specifies the position (in degrees) of the virtual front left/right speakers.	developmentonly defensive
snd_get_physics_surface_properties	Get physics surface properties for all the materials.	cheat
snd_headphone_pan_exponent	Specifies the exponent for the pan xfade from phone to phone if the "exp" pan law is being used.	developmentonly defensive
snd_headphone_pan_radial_weight	Apply cos(angle) * weight before pan law	developmentonly defensive
snd_list_deferred_soundevents	List all current deferred load soundevents	developmentonly cheat
snd_list_soundevents	List all available soundevents	developmentonly cheat
snd_list_soundevents_by_stack	List all available soundevents using specified stack name	developmentonly cheat
snd_print_activetracks	List all active tracks	cheat
snd_print_arrangements	List all available sequence arrangments	cheat
snd_print_current_mixer_mixgroup	Get data related to mix group matching string	developmentonly defensive
snd_print_samplers	List all available samplers	cheat
snd_print_sequences	List all available midi sequences	cheat
snd_print_soundevent	Print the data associated with the specified soundevent.	developmentonly vconsole_fuzzy_matching vconsole_set_focus
snd_print_soundevent_default_public_properties	Print the default public properties of a specified soundevent. Values do not reflect values set on the soundevent. For that see "snd_print_soundevent"	developmentonly vconsole_fuzzy_matching vconsole_set_focus
snd_rear_headphone_position	Specifies the position (in degrees) of the virtual rear left/right headphones.	developmentonly defensive
snd_rear_stereo_speaker_position	Specifies the position (in degrees) of the virtual rear left/right speakers.	developmentonly defensive
snd_rear_surround_speaker_position	Specifies the position (in degrees) of the virtual rear left/right speakers.	developmentonly defensive
snd_remove_all_soundevents	Remove all soundevents	developmentonly cheat
snd_remove_soundevent	Remove the specified soundevent	developmentonly cheat
snd_samplers_play_note	Play a note from a specified sampler	cheat
snd_samplers_stop_note	Stop a note from a specified sampler	cheat
snd_sequence_set_track_bpm	Sets the tempo of the specified track	cheat
snd_sequence_set_track_transpose	Sets the transposition of the specified track	cheat
snd_sequence_stop_all_tracks	Stops all currently playing sequences	cheat
snd_sequence_stop_track	Stops the specified track	cheat
snd_set_physics_surface_properties	Set physics surface properties for materials. Usage: <heuristic #> <commit>	cheat
snd_setmixer	Set named Mixgroup of current mixer to mix vol, mute, solo.	cheat
snd_setmixlayer	Set named Mixgroup of named mix layer to mix vol, mute, solo.	cheat
snd_side_surround_speaker_position	Specifies the position (in degrees) of the virtual rear left/right speakers.	developmentonly defensive
snd_sos_cl_soundevent_pause_last	Test	developmentonly clientdll defensive
snd_sos_cl_soundevent_start	Test	developmentonly clientdll defensive
snd_sos_cl_soundevent_stop_last	Test	developmentonly clientdll defensive
snd_sos_cl_soundevent_unpause_last	Test	developmentonly clientdll defensive
snd_sos_compare_operator_stacks	Compares 2 operator stacks and spews any errors	cheat
snd_sos_flush_operators	Flush and re-parse the sound operator system	cheat
snd_sos_get_operator_field_info	Currently gets info for a single operator field	cheat
snd_sos_pause_soundevent	Pause the specified soundevent in the list	cheat
snd_sos_print_class_sizes	Prints the sizes of relevant sos classes.	cheat
snd_sos_print_field_name_strings	Prints a list of currently cached field name strings	cheat
snd_sos_print_groups	Prints the current state of the groups system	cheat
snd_sos_print_operator_stack	Prints a master list of currently exposed variables	cheat
snd_sos_print_operator_stack_operator	Prints an operator from a stack	cheat
snd_sos_print_operator_stacks	Prints a list of currently available stacks	cheat
snd_sos_print_operators	Prints a list of currently available operators	cheat
snd_sos_print_stack_exec_list	Prints the current stack execution list	cheat
snd_sos_print_strings	Prints a list of currently cached strings	cheat
snd_sos_print_tool_properties	Prints the current state of tool properties.	cheat
snd_sos_resolve_execute_operator	Resolve the inputs and execute one specified operator from a specified stack	cheat
snd_sos_set_operator_field	Currently sets a single float operator field	cheat
snd_sos_set_operator_field_by_guid	Currently sets a single float operator field	cheat
snd_sos_soundevent_profile	Dump a record of current soundevents and profile data	cheat
snd_sos_start_soundevent	Starts a specified soundevent	cheat
snd_sos_start_soundevent_at_pos	Starts a specified soundevent at the given position	cheat
snd_sos_start_stack	Starts a specified stack via an empty soundevent	cheat
snd_sos_stop_all_soundevents	Stops all soundevents currently on the execution list	cheat
snd_sos_stop_soundevent_guid	Stops a specified soundevent	cheat
snd_sos_stop_soundevent_index	Stops a specified soundevent	cheat
snd_sos_sv_soundevent_pause_last	Test	developmentonly gamedll defensive
snd_sos_sv_soundevent_start	Test	developmentonly gamedll defensive
snd_sos_sv_soundevent_stop_last	Test	developmentonly gamedll defensive
snd_sos_sv_soundevent_unpause_last	Test	developmentonly gamedll defensive
snd_sos_sv_test_gender	Test	developmentonly gamedll defensive
snd_sos_test_soundmessage	test	cheat
snd_sos_unpause_soundevent	UnPause the first soundevent in the list	cheat
snd_soundevent_clear_deferred	Clear the list of deferred soundevents for loading.	developmentonly cheat
snd_soundmixer_flush	Reload soundmixers.txt file.	developmentonly defensive
snd_soundmixer_list_mix_groups	List all mix groups to dev console.	developmentonly defensive
snd_soundmixer_list_mix_layers	List all mix layers to dev console.	developmentonly defensive
snd_soundmixer_list_mixers	List all mixers to dev console.	developmentonly defensive
snd_soundmixer_set_trigger_factor	Set named mix layer / mix group, trigger amount.	cheat
snd_soundmixer_setmixlayer_amount	Set named mix layer mix amount.	cheat
snd_steamaudio_baked_data_stats	Display baked data stats for the current mod.	cheat
snd_steamaudio_display_probes	Load all the probes from a file and display probes based on the passed on arguments.	developmentonly defensive
snd_steamaudio_enable_spatial_blend_fix	Toggles the speculative fix for low-frequency issues when using spatial blend.	cheat
snd_steamaudio_export_scene	Exports scene currently used by Steam Audio as a phononscene file.	cheat
snd_steamaudio_halton_sequence	Generate Halton Sequence for a given order and number of samples.	cheat
snd_stereo_speaker_pan_exponent	Specifies the exponent for the pan xfade from speaker to speaker if the "exp" pan law is being used.	developmentonly defensive
snd_stereo_speaker_pan_radial_weight	Apply cos(angle) * weight before pan law	developmentonly defensive
snd_surround_speaker_pan_exponent	Specifies the exponent for the pan xfade from speaker to speaker if the "exp" pan law is being used.	developmentonly defensive
snd_surround_speaker_pan_radial_weight	Apply cos(angle) * weight before pan law	developmentonly defensive
snd_vmidi_flush	Purge and reload all vmidi data and files.	cheat
sndplaydelay		developmentonly defensive
soundinfo	Describe the current sound device with an active voice list.	release
soundlist	List all known sounds.	developmentonly defensive
soundscape_dumpclient	Dumps the client's soundscape data.	clientdll cheat
soundscape_flush	Flushes the server & client side soundscapes	developmentonly gamedll defensive
soundsysteminfo	Describe the current sound device without an active voice list.	developmentonly defensive
spawn_group_activate	Activate specified spawngroup.	gamedll cheat
spawn_group_load	Load named spawn group.	gamedll cheat
spawn_group_unload	Unload named spawn group.	gamedll cheat
spec_goto	Move the spectator camera to a specific location. `spec_goto x y z pitch yaw`	clientdll clientcmd_can_execute
spec_lock_to_current_player	As an observer, lock the spectator target to the currently observed target	developmentonly clientdll
spec_mode	Set spectator mode	clientdll clientcmd_can_execute
spec_next	Spectate next player	clientdll clientcmd_can_execute
spec_player	Spectate a player by name or slot	clientdll clientcmd_can_execute
spec_pos	dump position and angles to the console	clientdll cheat
spec_prev	Spectate previous player	clientdll clientcmd_can_execute
spew_fonts	Spew information about font manager fonts	developmentonly defensive
splitscreen_testreadconfigconflict		developmentonly defensive
ss_add	Adds a splitscreen user.	developmentonly defensive
ss_remove	Removes a splitscreen user.	developmentonly defensive
ss_teleport	Teleport other splitscreen player to my location.	developmentonly clientdll cheat
StackStats_Dump	Dump a named stackstats structure to disk. Usage: stackstats_dump "structname" ["filename"]	developmentonly
startdemos	Play demos in demo sequence.	release
startmovie	Start recording movie frames.	developmentonly dontrecord defensive
stats	Prints server performance variables	developmentonly defensive
stats_print	Prints out perf statistics to the console, clears perf history	developmentonly defensive
stats_print_gpu	Prints out GPU perf statistics to the console. Requires stats_display > 0, and stats_collect_gpu = true. Optional argument of CSV filename	developmentonly defensive
status	Print connection status	release
status_json	Print status in JSON format	release
steamvrevent_quit	steamvrevent_quit	developmentonly gamedll hidden defensive
stop	Finish recording demo.	release
stopdemos	Stop looping demos (current demo will complete).	release
stopsound		cheat
stopsoundscape	Stops all soundscape processing and fades current looping sounds	clientdll cheat
subclass_change	Changes the subclass of the given entity. Arguments: <new_subclass> {entity_name} / {class_name} / {entity_index} / {no argument = pick what player is looking at}	gamedll cheat vconsole_fuzzy_matching
subclass_create	Creates an entity of the given subclass where the player is looking.	gamedll cheat vconsole_fuzzy_matching
surfaceprop	Reports the surface properties at the cursor	gamedll cheat
sv_annotation_give_weapon	Give weapon required by annotation	gamedll hidden release
sv_annotation_remove_weapon	Remove weapon given by annotation	gamedll hidden release
sv_clientrates	Show client rates.	developmentonly defensive
sv_cs_dump_econ_item_stringtable	sv_cs_dump_econ_item_stringtable	developmentonly gamedll defensive
sv_dev_simulate_gcdown	<state> Turn on/off simulated GC communications failure (GC is down in a way that we know it is down)	developmentonly gamedll defensive
sv_explode_inferno_at_crosshair	explodes molotov(0) or Incendiary (1) at crosshair location with single param	developmentonly gamedll cheat
sv_explode_smokegrenade_at_crosshair	explodes smoke grenade at crosshair location	developmentonly gamedll cheat
sv_fullupdate	Force a full update for all clients.	developmentonly defensive
sv_game_mode_convars	Display the values of the convars for the current game_mode.	developmentonly gamedll defensive
sv_kill_smokegrenade	kill all smoke grenades	developmentonly gamedll cheat
sv_load_forced_client_names_file	Loads a file containing SteamID64 names for clients	gamedll release
sv_load_random_client_names_file	Loads a file containing random name words for clients	gamedll release
sv_metaduplication	Check serializer meta for duplication, add verbose to command for full spew	cheat
sv_packstats	Show entity packing stats, pass 'clear' as argument to reset counts.	release
sv_pure	Show user data.	release
sv_querycache_stats	Display status of the query cache (client only)	developmentonly gamedll defensive
sv_rethrow_last_grenade	Emit the last grenade thrown on the server.	gamedll cheat
sv_setsteamaccount	token Set game server account token to use for logging in to a persistent game server account	release
sv_showtags	Describe current gametags.	developmentonly defensive
sv_shutdown	Sets the server to shutdown when all games have completed	release
sv_soundscape_printdebuginfo	print soundscapes	gamedll cheat
sv_spewmeta	Spew serializer meta	cheat
sv_spewworldgroups	Spew world groups (server)	developmentonly
sv_throw_decoygrenade	throw decoy grenade with parmas.	developmentonly gamedll cheat
sv_throw_flashgrenade	throw flash grenade with parmas.	developmentonly gamedll cheat
sv_throw_hegrenade	throw HEgrenade with parmas.	developmentonly gamedll cheat
sv_throw_molotov	throw molotov grenade with parmas.	developmentonly gamedll cheat
sv_throw_smokegrenade	throw smoke grenade with parmas.	developmentonly gamedll cheat
switchhands		clientdll release
switchhandsleft		clientdll release
switchhandsright		clientdll release
sys_info	Print system information to the console	release
teammenu	Show team selection window	clientdll server_can_execute
telemetry_message	Place a message in the telemetry timeline	gamedll cheat
telemetry_toggle_timespan	Starts/stops a timespan with an ever increasing name.	gamedll cheat
Test_Checkpoint	Indicate to a test script that a checkpoint has been reached	developmentonly defensive
Test_CreateEntity		gamedll cheat
test_dispatcheffect	Test a clientside dispatch effect. Usage: test_dispatcheffect <effect name> <distance away> <flags> <magnitude> <scale> Defaults are: <distance 1024> <flags 0> <magnitude 0> <scale 0>	gamedll cheat
Test_EHandle		gamedll cheat
test_entity_blocker	Test command that drops an entity blocker out in front of the player.	gamedll cheat
Test_ExitProcess	Test_ExitProcess <exit code> - immediately kill the process.	cheat
test_list_entities	test-list entities	gamedll cheat
Test_Loop	Test_Loop <loop name> - loop back to the specified loop start point unconditionally.	developmentonly defensive
Test_LoopCount	Test_LoopCount <loop name> <count> - loop back to the specified loop start point the specified # of times.	developmentonly defensive
Test_LoopForNumSeconds	Test_LoopForNumSeconds <loop name> <time> - loop back to the specified start point for the specified # of seconds.	developmentonly defensive
Test_RandomChance	Test_RandomChance <percent chance, 0-100> <token1> <token2...> - Roll the dice and maybe run the command following the percentage chance.	developmentonly defensive
Test_RandomPlayerPosition		gamedll cheat
Test_StartLoop	Test_StartLoop <loop name> - Denote the start of a loop. Really just defines a named point you can jump to.	developmentonly defensive
Test_StartScript	Start a test script running..	developmentonly defensive
test_voice_container_nesting	Test nesting voice containers.	linked_concommand developmentonly defensive
test_voice_containers	Quick example for how we'd derive traits from voice containers.	linked_concommand developmentonly defensive
thirdperson	Switch to thirdperson camera.	clientdll cheat execute_per_tick
thirdperson_mayamode	Switch to thirdperson Maya-like camera controls.	clientdll cheat
thirdpersonshoulder	Switch to thirdperson-shoulder camera.	developmentonly clientdll defensive
timedemo	Play a demo and report performance info.	release
timedemoquit	Play a demo, report performance info, and then exit	release
timeleft	prints the time remaining in the match	gamedll client_can_execute
timeout_ct_start		gamedll release
timeout_terrorist_start		gamedll release
toggle	Toggles specified convar value on and off.	dontrecord release
toggleconsole	Show/hide the console.	dontrecord release
toggleradarscale	Toggles the radar scale	clientdll release
toggleRdrOpt		developmentonly clientdll
traceattack	traceattack damage hitgroup	developmentonly gamedll defensive
tv_broadcast_resend	resend broadcast data to broadcast relay	developmentonly defensive
tv_broadcast_status	Print out broadcast status	release
tv_clients	Shows list of connected SourceTV clients.	release
tv_mem	hltv memory statistics. Use with "ent 10" (dump entity 10 memory usage) or "top 8" (dump top 8 memory users) or "class" CWorld (dump CWorld class)	release
tv_msg	Send a screen message to all clients.	developmentonly gamedll defensive
tv_record	Starts SourceTV demo recording.	release
tv_relay	Connect to SourceTV server and relay broadcast.	release
tv_retry	Reconnects the SourceTV relay proxy.	release
tv_status	Show SourceTV server status.	release
tv_stop	Stops the SourceTV broadcast.	release
