
Name	Description	Flags
nav_smooth_spring_const_override -1.000000		gamedll cheat
nav_smooth_spring_enable true		gamedll cheat
nav_smooth_spring_factor_deriv 0.000000		gamedll cheat
nav_smooth_spring_factor_dist 0.000000		gamedll cheat
nav_smooth_spring_factor_speed 0.000000		gamedll cheat
nav_smooth_spring_forward_dist_base 50.000000		gamedll cheat
nav_smooth_spring_forward_dist_time_limit 1.000000		gamedll cheat
nav_smooth_spring_max_dist 36.000000		gamedll cheat
nav_smooth_spring_tension_max_override -1.000000		gamedll cheat
nav_smooth_spring_timestep_factor_accel 100.000000		gamedll cheat
nav_smooth_spring_timestep_factor_speed 100.000000		gamedll cheat
nav_smooth_spring_timestep_max 0.500000		gamedll cheat
nav_smooth_spring_timestep_min 0.100000		gamedll cheat
nav_smooth_spring_yaw_rotation_speed 50.000000		gamedll cheat
nav_smooth_spring_yaw_threshold 20.000000		gamedll cheat
nav_smooth_use_opt true		gamedll cheat
nav_space_select_dist 1000.000000		gamedll cheat
nav_split_show_line false	Show the free split line.	gamedll cheat
nav_test_area_gravity false		gamedll cheat
nav_test_bfs_lattice_dist_0 -1.000000		gamedll cheat
nav_test_bfs_lattice_dist_1 -1.000000		gamedll cheat
nav_test_bfs_lattice_dist_2 -1.000000		gamedll cheat
nav_test_bfs_lattice_hex false	Demonstrates searching hexagonal lattice over nav mesh.	gamedll cheat
nav_test_bfs_lattice_mark 2.000000		gamedll cheat
nav_test_bfs_lattice_simple false		gamedll cheat
nav_test_bfs_lattice_spacing_0 24.000000		gamedll cheat
nav_test_bfs_lattice_spacing_1 48.000000		gamedll cheat
nav_test_bfs_lattice_spacing_2 96.000000		gamedll cheat
nav_test_bfs_simple false		gamedll cheat
nav_test_boundary_zone_circle 0.000000		gamedll cheat
nav_test_boundary_zone_force false		gamedll cheat
nav_test_boundary_zone_grid_dim 90.000000		gamedll cheat
nav_test_boundary_zone_path 0.000000		gamedll cheat
nav_test_boundary_zone_rays 100.000000		gamedll cheat
nav_test_boundary_zone_rays_margin -1.000000		gamedll cheat
nav_test_boundary_zone_rays_random false		gamedll cheat
nav_test_boundary_zone_sphere 0.000000		gamedll cheat
nav_test_curve_opt 0		gamedll cheat
nav_test_detour false		gamedll cheat
nav_test_find_nearest false	Calculate the nearest point on the navmesh to the trace point. Uses selection from nav_select_hull.	gamedll cheat
nav_test_find_nearest_clear false	Calculate the nearest point on the navmesh to the trace point. Uses selection from nav_select_hull.	gamedll cheat
nav_test_find_random_connected false	Demonstrates finding random points that are connected in the nav mesh to the start point.	gamedll cheat
nav_test_find_random_connected_dist_max 1000.000000		gamedll cheat
nav_test_find_random_connected_dist_min 100.000000		gamedll cheat
nav_test_find_z 0.000000		gamedll cheat
nav_test_force_npc_repath false		gamedll cheat
nav_test_genrt false		gamedll cheat
nav_test_genrt_place false		gamedll cheat
nav_test_getareaoverlapping_gravity false		gamedll cheat
nav_test_getnearestnav_gravity false		gamedll cheat
nav_test_multi_connection false		gamedll cheat
nav_test_npc_area 0		gamedll cheat
nav_test_npc_collision 0		gamedll cheat
nav_test_npc_collision_range 250.000000		gamedll cheat
nav_test_npc_collision_show_geometry false		gamedll cheat
nav_test_path false	Calculate and draw a path from player/camera position to the test position.	gamedll cheat
nav_test_path_expansion_search 0.000000	Extend nav_test_path by doing an expansion search on that path. Convar value defines dist.	gamedll cheat
nav_test_path_lock_goal false	Lock the pathfinding goal to the current intersection point.	gamedll cheat
nav_test_path_lock_start false	Lock the pathfinding start to the current intersection point.	gamedll cheat
nav_test_path_move false		gamedll cheat
nav_test_path_opt true	Enable path optimization for nav_edit_path paths.	gamedll cheat
nav_test_path_opt_transitions false		gamedll cheat
nav_test_path_return false	Calculate a return path from cursor position to the path calculated by nav_test_path.	gamedll cheat
nav_test_path_space 0	Should nav_test_path test 3d navigation? 1 = space to space, 2 = multi-modal space/ground	gamedll cheat
nav_test_path_space_fly true	Test flight paths	gamedll cheat
nav_test_path_space_swim true	Test swim paths	gamedll cheat
nav_test_pos_name		developmentonly gamedll defensive
nav_test_pos_place -1		developmentonly gamedll defensive
nav_test_ray_space 0		gamedll cheat
nav_test_rays false		gamedll cheat
nav_test_smooth false		gamedll cheat
nav_test_smooth_extern_push 0.000000		gamedll cheat
nav_test_smooth_in_speed 120.000000		gamedll cheat
nav_test_smooth_in_yaw 0.000000		gamedll cheat
nav_test_smooth_path_speed -1.000000		gamedll cheat
nav_test_smooth_separating_dist -1.000000		gamedll cheat
nav_test_smooth_spring_const -1.000000		gamedll cheat
nav_test_smooth_spring_tension_max -1.000000		gamedll cheat
nav_test_spline 0		gamedll cheat
nav_test_split_obstacle 0		gamedll cheat
nav_test_split_obstacle_dirty false		gamedll cheat
nav_test_split_obstacle_leave false		gamedll cheat
nav_test_split_obstacle_size 30.000000		gamedll cheat
nav_test_split_obstacle_update_pos true		gamedll cheat
nav_validate 0	Level of validation for nav system. Higher will be slower.	cheat
nav_volume_debug 0	Draw or print debug information about nav volume queries.	gamedll cheat
navspace_create_water_smooth_connections true		gamedll cheat
navspace_create_water_transition_connections true		gamedll cheat
navspace_debug_pathfind -1.000000		gamedll cheat
navspace_debug_stringpull 1.000000		gamedll cheat
navspace_debug_trace 0.000000		gamedll cheat
navspace_debug_transition_calc 0.000000		gamedll cheat
navspace_draw_water_changes 0.000000	Draw changes in water volumes	gamedll cheat
navspace_path_use_water_level_locator true		gamedll cheat
net_allow_multicast true		archive release
net_async_clientconnect true	Enable async client connect optimization	developmentonly defensive
net_async_job_random_sleep 0.000000	Sleep randomly 0..net_async_job_random_sleep ms in the parallel server jobs; sleep is per job	developmentonly defensive
net_client_steamdatagram_enable_override 0	0: Use connect method requested by GC. >0: Always use SDR if possible. <0: Always use direct UDP if possible	clientdll release
net_compresspackets_minsize 1024	Don't bother compressing packets below this size.	developmentonly
net_culloptimization true	Enable optimization of slow path that makes HLTV CPU consumption high in AnimGraph-using mods. Will switch to this on by default soon.	developmentonly defensive
net_debug_to_file false		developmentonly gamedll defensive
net_detailed_canpacket_log false		developmentonly defensive
net_filelogging false	Log packets to files	developmentonly
net_fs_showindirections false		developmentonly
net_limit_sv_recv_max_message_size_kb 32	Server will reject message larger than N kb	release
net_limit_sv_recv_segments_per_packet 50	Server will reject packets with more than N segments	release
net_limit_sv_recvbuffer_kb 128	Server will not buffer more than N kb from connected clients	release
net_limit_sv_recvbuffer_msg 100	Server will not buffer more than N messages from connected clients	release
net_log_processing false	Log network processing	developmentonly defensive
net_max_message_process_count 0	Maximum number of messages to process from a client in a single frame (0 == no limit).	developmentonly defensive
net_max_message_queue_size 0	Maximum number of messages to allow waiting in queue after processing; exceeding this disconnects the client. 0 == no limit	developmentonly defensive
net_max_polymorphic_spew 5	Max polymorphic variants to spew when spewing a flattened serializer.	developmentonly defensive
net_p2p_listen_dedicated false	Should dedicated server listen for new-style P2P?	developmentonly defensive
net_public_adr	For servers behind NAT/DHCP meant to be exposed to the public internet, this is the public facing ip address string: ("x.x.x.x" )	release
net_qosinterval_spew false	Spew QoS interval data as we gather it	developmentonly
net_qospacketloss_percentage_threshold 5.000000	Spew a warning if packet loss percentage is above this threshold
Min: 0.001000
Max: 100.000000	developmentonly defensive
net_restrict_showmsg_socket	If set, only net_showmsg spew for data inbound on this socket name e.g. client, server, etc.	developmentonly defensive
net_showdrop false	Show dropped packets in console	developmentonly defensive
net_showeventlisteners false	Show listening addition/removals	developmentonly gamedll defensive
net_showevents 0	Dump game events to console (1=client only, 2=all).	developmentonly gamedll defensive
net_showmsg 0	Show incoming message: <0|1|2|name> where 1 == all and 2 == all except net_NOP	developmentonly defensive
net_showoob false	Show connectionless UDP traffic.	developmentonly defensive
net_showpeaks 0	Show messages for large packets only: <size>	developmentonly defensive
net_showreliable 0	Like net_showmsg, but only spew reliable messages	developmentonly defensive
net_showudp false	Dump UDP packets summary to console	release
net_showudp_remoteonly true	Dump non-loopback udp only	release
net_use_delta_property_fastpath 1		developmentonly defensive
net_use_packet_compression true	Compress network traffic	developmentonly defensive
nextlevel	If set to a valid map name, will trigger a changelevel to the specified map at the end of the round	gamedll notify release
nextmap_print_enabled false	When enabled prints next map to clients	gamedll release
nextmode	Sets the game mode to be played when the next level loads	gamedll notify replicated release
noclip_fixup true		gamedll cheat
npcsolve_attract_draw false		developmentonly gamedll defensive
npcsolve_constraint_nav true		developmentonly gamedll defensive
npcsolve_constraint_npc true		developmentonly gamedll defensive
npcsolve_drag_linear 0.000000		developmentonly gamedll defensive
npcsolve_forward true		developmentonly gamedll defensive
npcsolve_forward_const 30000.000000		developmentonly gamedll defensive
npcsolve_forward_dist 200.000000		developmentonly gamedll defensive
npcsolve_forward_margin 5.000000		developmentonly gamedll defensive
npcsolve_path_close_const 0.000000		developmentonly gamedll defensive
npcsolve_path_close_max_tension 100.000000		developmentonly gamedll defensive
npcsolve_path_lookahead_const 4.000000		developmentonly gamedll defensive
npcsolve_path_lookahead_dist 100.000000		developmentonly gamedll defensive
npcsolve_path_vel_const 0.000000		developmentonly gamedll defensive
npcsolve_separation true		developmentonly gamedll defensive
npcsolve_separation_const 10000.000000		developmentonly gamedll defensive
npcsolve_separation_dist 5.000000		developmentonly gamedll defensive
npcsolve_separation_draw false		developmentonly gamedll defensive
npcsolve_separation_jitter 0.000000		developmentonly gamedll defensive
npcsolve_separation_r2 false		developmentonly gamedll defensive
option_duck_method false	Input toggle control	clientdll archive userinfo per_user
option_speed_method false	Input toggle control	clientdll archive userinfo per_user
opus_decode_test_signal false		developmentonly
opus_encode_test_signal false		developmentonly
opus_unittest_test_signal false		developmentonly
panorama_2d_translate_no_comp_layer true		developmentonly hidden defensive
panorama_3dpanel_anim_fadeinout_time_scale 2.000000	temp scale factor for animation fade in/out time	developmentonly clientdll
panorama_3dpanel_anims_pivotlock false	default true.	developmentonly clientdll
panorama_3dpanel_camera_blend_mode 0		developmentonly clientdll
panorama_3dpanel_camera_inout_scale 0.100000		developmentonly clientdll defensive
panorama_3dpanel_camera_inout_scale_kb 1.000000		developmentonly clientdll defensive
panorama_3dpanel_camera_lookat_scale 0.100000		developmentonly clientdll defensive
panorama_3dpanel_camera_preset_blend_time 1.000000	time to blend between camera presets	developmentonly clientdll
panorama_3dpanel_camera_rotate_altitude_scale 0.004000		developmentonly clientdll defensive
panorama_3dpanel_camera_rotate_azimuth_scale 0.004000		developmentonly clientdll defensive
panorama_3dpanel_debuginfo_anim true		developmentonly clientdll
panorama_3dpanel_debuginfo_cam true		developmentonly clientdll
panorama_3dpanel_debuginfo_item true		developmentonly clientdll
panorama_3dpanel_debuginfo_manifest true		developmentonly clientdll
panorama_3dpanel_debuginfo_paused true		developmentonly clientdll
panorama_3dpanel_debuginfo_player true		developmentonly clientdll
panorama_3dpanel_light_move_scale 0.100000		developmentonly clientdll defensive
panorama_3dpanel_light_rotate_altitude_scale 0.004000		developmentonly clientdll defensive
panorama_3dpanel_light_rotate_azimuth_scale 0.004000		developmentonly clientdll defensive
panorama_3dpanel_loadout_rotate_drag 0.190000		developmentonly clientdll defensive
panorama_3dpanel_loadout_rotate_frametime_multiplier 4.000000		developmentonly clientdll defensive
panorama_3dpanel_loadout_rotate_grab_scale 0.500000		developmentonly clientdll defensive
panorama_3dpanel_loadout_rotate_scale 2.000000		developmentonly clientdll defensive
panorama_allow_texture_composition_layer_fast_path true		developmentonly hidden defensive
panorama_allow_transitions true		developmentonly hidden defensive
panorama_assert_loading_panel_type false	Force style invalidation of the entire panel subtree when adding / removing classes.	developmentonly hidden defensive
panorama_async_compute_mipgen true	use asynchronous compute for mipmap generation.	developmentonly clientdll
panorama_box_shadow_no_comp_layer true		developmentonly hidden defensive
panorama_cache_command_list_repaint_threshold 0.250000		developmentonly hidden defensive
panorama_cache_command_list_size_threshold 2048		developmentonly hidden defensive
panorama_classes_force_invalidate false	Force style invalidation of the entire panel subtree when adding / removing classes.	developmentonly hidden defensive
panorama_clear_frames_on_device_restore 2		developmentonly hidden defensive
panorama_command_reordering true		developmentonly hidden defensive
panorama_comp_layer_lru_lifetime 1.000000		developmentonly hidden defensive
panorama_composition_atlas true		developmentonly hidden defensive
panorama_console_max_autocomplete 100		developmentonly clientdll hidden defensive
panorama_console_max_history 100		developmentonly clientdll hidden defensive
panorama_console_max_lines 2000		developmentonly clientdll hidden defensive
panorama_console_position_and_size		clientdll hidden archive
panorama_daisy_wheel ABXY	Daisy wheel input mode: RS | ABXY	developmentonly clientdll hidden defensive
panorama_dash_gap_ratio 0.500000		developmentonly hidden defensive
panorama_dash_len 20.000000		developmentonly hidden defensive
panorama_debug_movies false		developmentonly clientdll hidden defensive
panorama_debug_overlay_opacity 0.250000		hidden archive
panorama_debug_overlay_opacity_max 0.250000		hidden archive
panorama_debug_overlay_opacity_min 0.010000		hidden archive
panorama_debug_ready_for_display false		developmentonly hidden defensive
panorama_debugger_theme Light		clientdll archive
panorama_disable_blur false		developmentonly hidden defensive
panorama_disable_box_shadow false		developmentonly hidden defensive
panorama_disable_descendant_filtering false	Disable descendant selector filtering	developmentonly hidden defensive
panorama_disable_draw_fancy_quad false		developmentonly hidden defensive
panorama_disable_draw_text false		developmentonly hidden defensive
panorama_disable_draw_text_shadow false		developmentonly hidden defensive
panorama_disable_layer_cache false		developmentonly hidden defensive
panorama_disable_layer_clear false		developmentonly hidden defensive
panorama_disable_render_callbacks false		developmentonly hidden defensive
panorama_disable_render_target_cache false		developmentonly hidden defensive
panorama_disallow_hover_styles false		developmentonly hidden defensive
panorama_dragscroll_affordance 20	Minimum mouse movement in pixels before a move is treated as a drag scroll	developmentonly hidden defensive
panorama_dragscroll_maxflickvelocity 8000.000000	Maximum velocity for a drag scroll flick	developmentonly clientdll hidden defensive
panorama_dragscroll_minflickvelocity 60.000000	Minimum velocity that the mouse must be moving as mouse up time to qualify as a drag scroll flick	developmentonly clientdll hidden defensive
panorama_dragscroll_mintime 0.020000	Minimum time that the mouse button must be down before a move is treated as a drag scroll	developmentonly hidden defensive
panorama_dragscroll_velocitymultiplier 0.500000	Multiplier for flick velocity off of actual measured velocity	developmentonly hidden defensive
panorama_enable_secondary_layout_pass true		developmentonly hidden defensive
panorama_focus_world_panels false	when set request key focus when a world panel is enabled	clientdll archive
panorama_force_active_controller_type -1		developmentonly hidden defensive
panorama_force_text_shadow_strength -1.000000		developmentonly hidden defensive
panorama_highlight_bad_opacity_masks false		developmentonly hidden defensive
panorama_highlight_composition_layers false		developmentonly hidden defensive
panorama_highlight_slow_operations false		developmentonly hidden defensive
panorama_hsbc_through_fast_path true		developmentonly hidden defensive
panorama_joystick_axis_repeat_curve_time 1.000000		developmentonly hidden defensive
panorama_joystick_axis_repeat_interval_end 0.050000		developmentonly hidden defensive
panorama_joystick_axis_repeat_interval_start 0.220000		developmentonly hidden defensive
panorama_joystick_button_repeat_curve_time 1.200000		developmentonly hidden defensive
panorama_joystick_button_repeat_interval_end 0.100000		developmentonly hidden defensive
panorama_joystick_button_repeat_interval_start 0.480000		developmentonly hidden defensive
panorama_joystick_enabled false	Enable panorama joystick input	archive
panorama_js_minidumps true	Enable sending minidumps on JS Exceptions.	developmentonly hidden defensive
panorama_label_wrap_before_shrink true	Should labels try to wrap text before using text-overflow: shrink	developmentonly clientdll hidden defensive
panorama_large_dispatch_event_queue 0		developmentonly hidden defensive
panorama_light_inout_scale 0.500000		developmentonly clientdll defensive
panorama_max_fps 120.000000		developmentonly hidden defensive
panorama_max_oof_overlay_up_fps 4.000000		developmentonly hidden defensive
panorama_max_overlay_fps 60.000000		developmentonly hidden defensive
panorama_max_text_shadow_strength 10.000000		developmentonly hidden defensive
panorama_might_scroll_no_comp_layer true		developmentonly hidden defensive
panorama_min_comp_layer_cache_cost 4096		developmentonly hidden defensive
panorama_movie_async_load_size_bytes 20971520		developmentonly clientdll hidden defensive
panorama_movie_force_not_ready_behavior -1		developmentonly clientdll hidden defensive
panorama_reload_animations 2		developmentonly hidden defensive
panorama_render_target_cache_max_size 31457280		developmentonly hidden defensive
panorama_script_cache_enabled true	Enable script caching to speed up recompiling scripts multiple times.	developmentonly hidden defensive
panorama_show_fps false		developmentonly defensive
panorama_show_fps_scale 1.000000		developmentonly defensive
panorama_simple_borders_no_comp_layer true		developmentonly hidden defensive
panorama_spew_async_event_substring	If non-empty, print debug info about async event queue and dispatch behavior for events containing the substring.	developmentonly hidden defensive
panorama_spew_layout_invalidates false		developmentonly hidden defensive
panorama_stats_log_time 0.000000		developmentonly hidden defensive
panorama_style_flag_force_invalidate false	Force style invalidation of the entire panel subtree when adding / removing style flags.	developmentonly hidden defensive
panorama_suspend_paint false		developmentonly hidden defensive
panorama_temp_comp_layer_min_dimension 512.000000		developmentonly hidden defensive
panorama_track_render_commands false		developmentonly hidden defensive
panorama_transform_parents_no_layer_for_perspective false		developmentonly hidden defensive
panorama_transforms_no_comp_layer false		developmentonly hidden defensive
panorama_transition_time_factor 1.000000	A float representing a scale factor for transitions. 1.0 is normal, 2.0 would be twice as fast as normal, 0.5 half as fast	developmentonly hidden defensive
panorama_use_backbuffer_directly true		developmentonly hidden defensive
panorama_worldpanel_update_cull_distance 1000.000000		developmentonly clientdll defensive
panorama_worldpanel_update_cull_size_threshold 5.000000		developmentonly clientdll defensive
panorama_worldpanel_update_culling false		developmentonly clientdll defensive
particle_cluster_debug 0		developmentonly gamedll clientdll replicated defensive
particle_cluster_manager_search_dist 256.000000		developmentonly gamedll clientdll replicated defensive
particle_cluster_nodraw false		developmentonly gamedll clientdll replicated defensive
particle_cluster_use_collision_hulls true		developmentonly gamedll clientdll replicated defensive
particle_debug_creation_filter		developmentonly clientdll hidden replicated defensive
particle_layer_id_whitelist		developmentonly
particle_powsimd_random_range_exp true		developmentonly defensive
particle_snapshot_allow_combined_models false		developmentonly
particle_test_attach_attachment 0	Attachment index for attachment mode	gamedll cheat
particle_test_attach_mode follow_attachment	Possible Values: 'start_at_attachment', 'follow_attachment', 'start_at_origin', 'follow_origin'	gamedll cheat
particle_test_file	Name of the particle system to dynamically spawn	gamedll cheat
particles_multiplier 1	Multiply # of rendered particles by this for perf testing	cheat
partybrowser_throttle_data 0.150000		developmentonly clientdll
partybrowser_timeout 15.000000		developmentonly clientdll
password	Current server access password	archive dontrecord server_cannot_query missing1
path_simple_closest_point_on_path_debug false		developmentonly gamedll clientdll replicated
pawn_mimic_all false		developmentonly gamedll clientdll replicated
phonemedelay 0.000000	Phoneme delay to account for sound system latency.	developmentonly clientdll defensive
phonemefilter 0.080000	Time duration of box filter to pass over phonemes.	developmentonly clientdll defensive
phonemesnap 2	Lod at level at which visemes stops always considering two phonemes, regardless of duration.	developmentonly clientdll defensive
phys_active true	Whether PLAYER physics is actively simulated (ie. noclip)	developmentonly gamedll defensive
phys_async_buoyancy_update false	If true, buoyancy motion controllers are updated in an async job after the tick has completed.	developmentonly gamedll clientdll replicated defensive
phys_batch_ray_test 0		developmentonly clientdll defensive
phys_build_bounds false		developmentonly defensive
phys_build_mass false		developmentonly defensive
phys_buoyancy_angular_damping_multiplier 1.000000	Multiply water damping for buoyancy affecting angular velocity	developmentonly notify replicated defensive
phys_buoyancy_drag_multiplier 1.000000	Multiply water drag (tries to equalize object velocity with the velocity of the water flow)	developmentonly notify replicated defensive
phys_buoyancy_horizontal_damping_multiplier 0.000000	Multiply water damping for buoyancy affecting linear velocity in the horizontal plane	developmentonly notify replicated defensive
phys_buoyancy_max_acceleration 3200.000000	Maximum acceleration that can be applied by water forces	developmentonly notify replicated defensive
phys_buoyancy_vertical_damping_multiplier 1.000000	Multiply water damping for buoyancy affecting linear velocity in the vertical direction	developmentonly notify replicated defensive
phys_continuous_kinematic_update 0.000000		developmentonly gamedll clientdll replicated defensive
phys_cull_internal_mesh_contacts false		developmentonly replicated defensive
phys_debug_showdefaultmaterial false	If enabled, surfaces with default material are highlighted in physics debug geometry.	cheat
phys_deterministic true		developmentonly replicated defensive
phys_drag_multiplier 1.000000	Multiply air drag	developmentonly notify replicated defensive
phys_dump_filter_body_name		developmentonly defensive
phys_dump_filter_solid_only false		developmentonly defensive
phys_dump_filter_trace_callstack		developmentonly defensive
phys_dynamic_scaling true		gamedll clientdll replicated cheat
phys_enable_fallback_toi true		developmentonly replicated defensive
phys_enable_gjk_clipping false		developmentonly replicated defensive
phys_expensive_shape_threshold 6		clientdll cheat
phys_fast_report_contacts 1	when 1, fast path for collision reporting is implemented making triggers faster in some cases	developmentonly defensive
phys_fastaddcloneshape false		developmentonly defensive
phys_headshotscale 1.300000	Modifier for the headshot impulse hits on players	developmentonly gamedll clientdll replicated defensive
phys_highlight_expensive_objects false	Highlight expensive physics objects	cheat
phys_highlight_expensive_objects_strength 0.020000	Highlight expensive physics objects strength	cheat
phys_impactforcescale 1.000000		developmentonly gamedll defensive
phys_implicit_integarator true	Use implicit integrator for gyroscopic forces	developmentonly notify replicated defensive
phys_intermediate_notify_remove_only true		developmentonly replicated defensive
phys_jiggle_bone_enable true		developmentonly defensive
phys_joint_elasticity_max_rest 0.250000		developmentonly defensive
phys_joint_elasticity_min_rest 0.010000		developmentonly defensive
phys_joint_plasticity_threshold_max 0.100000		developmentonly defensive
phys_joint_plasticity_threshold_min 0.010000		developmentonly defensive
phys_joint_teleport true	Teleport joint anchors if connected to world	gamedll cheat
phys_length_damping_ratio 2.000000	Spring damping ratio for length constraint	gamedll cheat
phys_length_frequency 5.000000	Spring stiffness for length constraint	gamedll cheat
phys_log_updaters false		developmentonly gamedll clientdll replicated defensive
phys_log_updaters_exclude weapon pistol rifle survivor common_male		developmentonly gamedll clientdll replicated defensive
phys_log_updaters_include limbs		developmentonly gamedll clientdll replicated defensive
phys_manifold_pool_enabled true		developmentonly replicated defensive
phys_mesh_local_toi true		developmentonly replicated defensive
phys_min_motion_controller_count_to_run_in_job 8		developmentonly defensive
phys_old_contact_draw false		developmentonly defensive
phys_parallel_islands false	Enable/Disable Parallel Island Solving	developmentonly gamedll clientdll replicated defensive
phys_playerscale 10.000000	This multiplies the bullet impact impuse on players for more dramatic results when players are shot.	developmentonly gamedll clientdll replicated defensive
phys_position_iterations 2		developmentonly defensive
phys_powered_ragdoll_debug false		developmentonly gamedll clientdll replicated defensive
phys_pushscale 1.000000		developmentonly gamedll clientdll replicated defensive
phys_reload_immediately false	Set to 1 to reload resources and reconstruct physics of entities on the fly. May unexpectedly change behavior or crash the game, because game code is generally unaware of underlying resource reloads and may hold references to physics that may become invalid during resource reload. It is inherently harder for physics to deal with resource reloads because of persistent nature of objects being simulated (textures can be easily reloaded on the fly; if an entity holds a handle to a ragdoll body part, it may expect that handle to stay valid while the ragdoll exists)	developmentonly defensive
phys_shoot_angular_speed 3600.000000		developmentonly gamedll defensive
phys_shoot_speed 250.000000		developmentonly gamedll defensive
phys_show_stats false		developmentonly gamedll clientdll replicated defensive
phys_skip_creating_trivial_islands false		developmentonly replicated defensive
phys_solve_in_parallel_with_island_build false		developmentonly replicated defensive
phys_step_threaded true		developmentonly
phys_stressbodyweights 5.000000		developmentonly gamedll defensive
phys_threaded_kinematic_bone_update false		developmentonly gamedll clientdll replicated defensive
phys_threaded_transform_update false		developmentonly gamedll clientdll replicated defensive
phys_timescale 1.000000	Scale time for physics	developmentonly gamedll defensive
phys_upimpactforcescale 0.375000		developmentonly gamedll defensive
phys_use_block_solver true	Use block solving for constraint entities	gamedll cheat
phys_validate false		developmentonly defensive
phys_vehicleimpactforcescale 1.500000		developmentonly gamedll defensive
phys_velocity_iterations 8		developmentonly defensive
phys_visualize_awake_dynamic_only false		developmentonly gamedll clientdll replicated defensive
phys_visualize_awake_unattached_only false		developmentonly gamedll clientdll replicated defensive
phys_visualize_traces false		gamedll clientdll replicated cheat
phys2_contact_debug_draw_size 2.000000		developmentonly defensive
phys2_debug_broadphase 0		developmentonly defensive
physcannon_maxforce 1500.000000		developmentonly gamedll defensive
physcannon_minforce 700.000000		developmentonly gamedll defensive
physics_hull_sphere_cast_sat_experimental 1		developmentonly defensive
pickup_check_period 0.250000		developmentonly gamedll defensive
player_botdifflast_s 2		clientdll archive release
player_competitive_maplist_2v2_10_0_CCC21262 mg_de_inferno,mg_de_nuke,mg_de_vertigo,mg_de_palais,mg_de_whistle,mg_de_overpass		clientdll archive
player_competitive_maplist_8_10_0_E5CC76A3 mg_de_dust2,mg_de_train,mg_de_ancient,mg_de_inferno,mg_de_nuke,mg_de_vertigo,mg_de_mirage,mg_cs_office,mg_cs_italy,mg_de_edin,mg_de_anubis,mg_lobby_mapveto,mg_de_basalt,mg_de_overpass		clientdll archive
player_debug_off_nav false		gamedll cheat
player_debug_print_damage false	When true, print amount and type of all damage received by player to console.	gamedll cheat
player_nevershow_communityservermessage 0		clientdll archive per_user
player_ping_token_cooldown 20.000000	Cooldown for how long it takes for a player's ping token to refresh allowing them to ping again (they get 5 tokens).	gamedll cheat release
player_survival_list_10_0_303 mg_dz_blacksite,mg_dz_sirocco,mg_dz_vineyard,mg_dz_ember		clientdll archive
player_teamplayedlast 3		clientdll archive per_user
player_use_radius 80.000000		gamedll clientdll replicated cheat
player_wargames_list2_10_0_0		clientdll archive
player0_using_joystick false		archive
population_distribution_debug 0.000000		developmentonly gamedll replicated defensive
pred_cloth_pos_max 2.000000		developmentonly clientdll
pred_cloth_pos_multiplier 0.500000		developmentonly clientdll
pred_cloth_pos_strength 0.250000		developmentonly clientdll
pred_cloth_rot_high 0.100000		developmentonly clientdll
pred_cloth_rot_low 0.010000		developmentonly clientdll
pred_cloth_rot_multiplier 0.300000		developmentonly clientdll
pred_cloth_smooth_motion 1		developmentonly clientdll
pred_cloth_substeps 1		developmentonly clientdll
pred_cloth_vmax 2.000000		developmentonly clientdll
pred_cloth_vw 0.050000		developmentonly clientdll
presettle_cloth_iterations 30		developmentonly clientdll defensive
prop_debug_collision false	Highlights props based on their collision group: COLLISION_GROUP_PROPS(white), COLLISION_GROUP_INTERACTIVE_DEBRIS(green), COLLISION_GROUP_DEBRIS and will return to COLLISION_GROUP_INTERACTIVE_DEBRIS on sleeping(bright red), COLLISION_GROUP_DEBRIS permanently (dark red), COLLISION_GROUP_DEBRIS(blue), OTHER(grey)	gamedll cheat
prop_nav_ignore_edge_len -1.000000		developmentonly gamedll defensive
prop_nav_ignore_mass -1.000000		developmentonly gamedll defensive
prop_nav_obstacle_avoid_mass 100.099998		developmentonly gamedll defensive
prop_nav_obstacle_avoid_use_connection_blocker false		developmentonly gamedll defensive
prop_nav_obstacle_block_edge_min_a -1.000000		developmentonly gamedll defensive
prop_nav_obstacle_block_edge_min_b -1.000000		developmentonly gamedll defensive
prop_nav_obstacle_block_mass_a -1.000000		developmentonly gamedll defensive
prop_nav_obstacle_block_mass_b -1.000000		developmentonly gamedll defensive
props_break_apply_radial_forces true		developmentonly gamedll clientdll replicated
props_break_max_pieces_perframe 16	Maximum prop breakable piece count per frame (-1 = model default)	developmentonly gamedll clientdll replicated defensive
props_break_radial_force_ratio 0.330000		developmentonly gamedll clientdll replicated
props_breakable_debug_spawn false		developmentonly gamedll clientdll replicated
pulse_save_execution_history true	Keep a history of all instructions run on a per graph basis.	developmentonly gamedll clientdll replicated
pulse_save_execution_history_limit 10000	Keep a history of all instructions run on a per graph basis.	developmentonly gamedll clientdll replicated
pvs_debugentity -1	Verbose spew for this entity when doing IsInPVS computation.	gamedll release
pvs_flowtype 0	Flow through spawn groups for vis (0 == default, 1 == always visible, 2 == never visible.	gamedll release
pwatchent -1	Entity to watch for prediction system changes.	clientdll cheat
pwatchvar	Entity variable to watch in prediction system for changes.	clientdll cheat
r_add_views_in_pre_output true		developmentonly defensive
r_AirboatViewDampenDamp 1.000000		gamedll clientdll notify replicated cheat
r_AirboatViewDampenFreq 7.000000		gamedll clientdll notify replicated cheat
r_AirboatViewZHeight 0.000000		gamedll clientdll notify replicated cheat
